ID_Venta,Fecha,ID_Cliente,ID_Producto,Cantidad,Canal_Venta
1557,2026-05-25,C114,P11,1,Distribuidor
1558,2025-10-24,C083,P05,1,Sitio Web
1559,2025-09-08,C104,P13,3,Distribuidor
1560,2026-02-20,C039,P08,2,Tienda Física
1561,2025-03-03,C021,P08,2,Sitio Web
1562,2026-05-11,C060,P04,1,Sitio Web
1563,2025-05-28,C041,P14,1,Distribuidor
1564,2025-11-23,C094,P14,1,Sitio Web
1565,2026-02-13,C017,P13,1,Sitio Web
1566,2026-06-12,C072,P02,2,Sitio Web
1567,2025-09-05,C060,P02,1,Sitio Web
1568,2026-04-06,C032,P03,1,Tienda Física
1569,2025-02-21,C038,P07,4,Distribuidor
1570,2026-03-05,C032,P14,1,Tienda Física
1571,2025-12-02,C120,P10,2,Distribuidor
1572,2025-11-17,C025,P13,3,Tienda Física
1573,2026-05-26,C066,P08,1,Sitio Web
1574,2025-11-12,C064,P01,2,Tienda Física
1575,2026-02-07,C065,P08,3,Tienda Física
1576,2025-08-09,C075,P06,4,Tienda Física
1577,2025-02-21,C037,P08,1,Distribuidor
1578,2026-04-27,C037,P09,4,Tienda Física
1579,2025-04-21,C056,P03,1,Sitio Web
1580,2026-01-10,C098,P07,1,Sitio Web
1581,2025-02-16,C052,P01,1,Distribuidor
1582,2026-07-30,C025,P06,5,Distribuidor
1583,2025-10-23,C010,P07,1,Distribuidor
1584,2026-04-07,C098,P09,1,Sitio Web
1585,2025-05-02,C017,P02,2,Sitio Web
1586,2026-01-18,C102,P06,1,Distribuidor
1587,2026-01-10,C097,P03,1,Tienda Física
1588,2026-06-06,C052,P09,1,Tienda Física
1589,2025-02-16,C005,P03,1,Distribuidor
1590,2025-12-08,C103,P08,1,Distribuidor
1591,2026-04-13,C020,P10,1,Distribuidor
1592,2025-05-24,C042,P15,2,Distribuidor
1593,2025-11-23,C021,P07,1,Distribuidor
1594,2025-11-03,C076,P06,1,Distribuidor
1595,2026-06-06,C069,P08,3,Distribuidor
1596,2026-07-31,C039,P08,1,Tienda Física
1597,2026-01-13,C043,P11,2,Tienda Física
1598,2026-03-03,C075,P05,1,Distribuidor
1599,2025-01-28,C077,P08,1,Sitio Web
1600,2026-08-16,C074,P04,1,Distribuidor
1601,2025-02-22,C075,P08,1,Tienda Física
1602,2026-06-21,C081,P12,1,Distribuidor
1603,2026-01-25,C019,P14,1,Distribuidor
1604,2025-09-06,C005,P10,1,Distribuidor
1605,2025-04-23,C025,P01,1,Sitio Web
1606,2025-11-18,C054,P03,1,Sitio Web
1607,2025-07-28,C053,P09,1,Distribuidor
1608,2026-04-28,C112,P14,1,Distribuidor
1609,2025-03-05,C091,P03,2,Distribuidor
1610,2025-08-01,C072,P06,2,Distribuidor
1611,2026-05-05,C068,P07,1,Sitio Web
1612,2025-06-27,C059,P15,3,Distribuidor
1613,2025-12-17,C070,P06,2,Distribuidor
1614,2025-09-28,C079,P08,1,Tienda Física
1615,2025-09-10,C036,P09,3,Sitio Web
1616,2025-08-19,C039,P13,4,Sitio Web
1617,2025-08-01,C089,P12,1,Sitio Web
1618,2025-11-21,C062,P06,1,Distribuidor
1619,2025-10-08,C037,P02,3,Distribuidor
1620,2026-07-11,C049,P15,2,Sitio Web
1621,2025-12-20,C099,P13,1,Tienda Física
1622,2025-10-25,C006,P05,1,Distribuidor
1623,2025-03-22,C045,P15,1,Sitio Web
1624,2025-09-20,C096,P08,1,Tienda Física
1625,2025-07-26,C106,P09,2,Sitio Web
1626,2026-07-30,C090,P05,1,Tienda Física
1627,2025-04-22,C079,P12,1,Distribuidor
1628,2025-09-03,C032,P01,2,Distribuidor
1629,2026-06-28,C029,P11,1,Tienda Física
1630,2025-02-23,C013,P07,1,Sitio Web
1631,2026-04-29,C013,P11,2,Tienda Física
1632,2025-01-06,C071,P15,3,Tienda Física
1633,2026-02-21,C084,P15,2,Sitio Web
1634,2026-05-04,C084,P04,2,Sitio Web
1635,2025-11-25,C037,P11,1,Tienda Física
1636,2025-04-02,C084,P10,1,Tienda Física
1637,2026-07-02,C095,P12,2,Tienda Física
1638,2025-06-29,C054,P15,1,Tienda Física
1639,2025-02-07,C108,P07,1,Sitio Web
1640,2025-07-10,C120,P12,1,Sitio Web
1641,2025-02-08,C002,P05,1,Distribuidor
1642,2025-04-20,C119,P06,1,Sitio Web
1643,2026-04-11,C083,P09,1,Distribuidor
1644,2026-05-21,C114,P03,1,Distribuidor
1645,2026-04-25,C035,P04,1,Tienda Física
1646,2025-12-05,C021,P12,3,Sitio Web
1647,2025-09-21,C092,P03,2,Tienda Física
1648,2025-12-12,C102,P05,2,Distribuidor
1649,2025-07-17,C023,P10,3,Distribuidor
1650,2026-02-20,C106,P07,1,Distribuidor
1651,2025-12-02,C012,P07,1,Distribuidor
1652,2025-04-08,C024,P03,2,Sitio Web
1653,2025-11-28,C120,P04,2,Tienda Física
1654,2025-09-25,C050,P04,2,Sitio Web
1655,2025-10-01,C043,P05,1,Distribuidor
1656,2026-08-10,C002,P05,1,Distribuidor
1657,2026-01-04,C089,P04,1,Tienda Física
1658,2025-05-02,C060,P05,1,Tienda Física
1659,2026-02-20,C088,P09,2,Distribuidor
1660,2025-11-15,C089,P02,2,Distribuidor
1661,2025-10-30,C048,P10,1,Tienda Física
1662,2025-08-13,C018,P08,5,Tienda Física
1663,2026-04-11,C096,P10,2,Sitio Web
1664,2026-03-02,C090,P09,1,Sitio Web
1665,2026-07-05,C103,P11,1,Tienda Física
1666,2025-09-11,C088,P13,1,Distribuidor
1667,2025-03-25,C068,P08,1,Distribuidor
1668,2026-01-06,C010,P15,1,Distribuidor
1669,2025-04-25,C008,P14,1,Distribuidor
1670,2026-06-02,C026,P10,1,Distribuidor
1671,2025-06-03,C022,P06,1,Distribuidor
1672,2026-03-29,C015,P11,3,Tienda Física
1673,2026-08-21,C063,P02,1,Distribuidor
1674,2026-04-02,C104,P01,2,Sitio Web
1675,2025-05-16,C066,P07,1,Sitio Web
1676,2026-08-01,C008,P09,5,Sitio Web
1677,2025-11-12,C093,P01,1,Sitio Web
1678,2025-09-18,C105,P01,1,Distribuidor
1679,2025-08-12,C075,P02,4,Tienda Física
1680,2026-03-10,C045,P12,3,Tienda Física
1681,2026-07-09,C008,P15,3,Tienda Física
1682,2026-04-29,C005,P05,1,Sitio Web
1683,2025-07-04,C099,P03,1,Distribuidor
1684,2026-03-07,C048,P15,2,Sitio Web
1685,2026-04-05,C112,P15,4,Sitio Web
1686,2026-01-20,C011,P11,2,Distribuidor
1687,2026-07-07,C018,P11,2,Sitio Web
1688,2025-05-02,C023,P09,1,Sitio Web
1689,2026-06-26,C017,P12,3,Tienda Física
1690,2025-01-04,C097,P01,1,Sitio Web
1691,2026-04-20,C087,P12,1,Distribuidor
1692,2026-03-11,C069,P07,1,Tienda Física
1693,2025-09-11,C059,P06,2,Tienda Física
1694,2025-10-10,C025,P15,1,Distribuidor
1695,2025-04-26,C005,P13,1,Distribuidor
1696,2026-03-06,C079,P13,2,Tienda Física
1697,2025-09-04,C027,P02,1,Tienda Física
1698,2025-02-04,C058,P10,2,Distribuidor
1699,2025-02-19,C032,P12,1,Tienda Física
1700,2026-02-16,C057,P04,1,Distribuidor
1701,2025-08-11,C097,P14,2,Tienda Física
1702,2025-05-24,C065,P05,1,Tienda Física
1703,2026-08-13,C041,P10,1,Distribuidor
1704,2025-11-25,C031,P05,1,Tienda Física
1705,2026-06-18,C029,P07,1,Sitio Web
1706,2025-10-09,C008,P09,5,Distribuidor
1707,2025-06-29,C081,P11,1,Sitio Web
1708,2026-07-24,C064,P01,3,Sitio Web
1709,2026-01-26,C101,P09,1,Sitio Web
1710,2026-03-03,C053,P03,2,Sitio Web
1711,2026-01-21,C024,P13,3,Distribuidor
1712,2026-04-30,C031,P14,2,Tienda Física
1713,2025-11-04,C110,P12,1,Tienda Física
1714,2026-04-20,C118,P01,1,Distribuidor
1715,2026-02-27,C054,P09,1,Distribuidor
1716,2025-05-18,C050,P04,4,Sitio Web
1717,2025-07-28,C043,P11,3,Tienda Física
1718,2026-04-06,C109,P06,4,Tienda Física
1719,2026-07-03,C093,P14,1,Tienda Física
1720,2025-02-22,C035,P07,2,Distribuidor
1721,2025-02-10,C112,P02,4,Tienda Física
1722,2026-07-27,C028,P08,1,Tienda Física
1723,2025-12-07,C039,P15,1,Tienda Física
1724,2025-08-05,C120,P04,2,Distribuidor
1725,2025-05-01,C096,P13,2,Sitio Web
1726,2025-09-06,C090,P10,3,Distribuidor
1727,2025-07-29,C051,P15,1,Tienda Física
1728,2026-07-20,C042,P13,3,Sitio Web
1729,2026-01-25,C060,P09,1,Distribuidor
1730,2026-01-03,C040,P05,1,Sitio Web
1731,2026-06-10,C113,P08,1,Sitio Web
1732,2025-04-11,C103,P12,3,Sitio Web
1733,2025-11-24,C118,P04,2,Sitio Web
1734,2025-11-17,C053,P01,2,Distribuidor
1735,2025-08-15,C095,P03,1,Tienda Física
1736,2025-09-25,C071,P15,3,Distribuidor
1737,2026-08-17,C093,P07,1,Sitio Web
1738,2025-06-06,C026,P06,3,Tienda Física
1739,2026-01-24,C073,P14,1,Tienda Física
1740,2026-05-27,C071,P11,1,Distribuidor
1741,2025-12-12,C033,P13,1,Sitio Web
1742,2026-05-18,C059,P03,1,Distribuidor
1743,2025-12-27,C022,P03,2,Distribuidor
1744,2026-07-14,C063,P03,2,Distribuidor
1745,2025-03-02,C068,P01,1,Tienda Física
1746,2025-02-19,C098,P01,3,Sitio Web
1747,2025-05-21,C108,P11,1,Tienda Física
1748,2025-03-11,C091,P03,2,Tienda Física
1749,2025-08-12,C065,P08,4,Sitio Web
1750,2025-03-03,C080,P11,2,Distribuidor
1751,2026-05-10,C085,P08,1,Tienda Física
1752,2025-01-07,C069,P09,4,Sitio Web
1753,2025-01-13,C003,P09,2,Distribuidor
1754,2025-10-09,C069,P05,1,Tienda Física
1755,2026-05-30,C105,P12,1,Distribuidor
1756,2026-03-17,C104,P15,3,Tienda Física
1757,2025-04-20,C118,P02,2,Distribuidor
1758,2025-06-02,C031,P04,2,Distribuidor
1759,2026-06-24,C033,P14,3,Sitio Web
1760,2025-10-01,C102,P07,3,Tienda Física
1761,2026-01-18,C052,P08,1,Distribuidor
1762,2025-09-07,C090,P04,1,Sitio Web
1763,2025-03-24,C084,P14,1,Distribuidor
1764,2025-02-02,C012,P07,2,Sitio Web
1765,2026-01-22,C071,P08,1,Tienda Física
1766,2025-01-10,C090,P03,2,Tienda Física
1767,2026-05-27,C109,P07,3,Distribuidor
1768,2025-12-06,C073,P14,3,Tienda Física
1769,2026-06-25,C118,P01,1,Tienda Física
1770,2025-08-05,C116,P14,3,Distribuidor
1771,2026-08-04,C061,P05,1,Tienda Física
1772,2025-03-18,C088,P15,3,Sitio Web
1773,2026-07-11,C073,P11,1,Tienda Física
1774,2025-07-03,C119,P14,1,Sitio Web
1775,2025-01-17,C027,P10,3,Tienda Física
1776,2026-02-12,C119,P02,1,Sitio Web
1777,2025-06-16,C073,P04,1,Distribuidor
1778,2026-02-03,C087,P15,2,Distribuidor
1779,2025-12-06,C050,P13,2,Distribuidor
1780,2025-05-24,C102,P12,2,Distribuidor
1781,2025-03-22,C065,P12,2,Sitio Web
1782,2025-02-24,C013,P07,2,Tienda Física
1783,2025-03-19,C044,P10,1,Distribuidor
1784,2026-02-11,C100,P06,1,Tienda Física
1785,2025-10-07,C101,P08,1,Sitio Web
1786,2025-08-22,C046,P09,4,Sitio Web
1787,2026-03-19,C024,P11,2,Distribuidor
1788,2026-01-25,C011,P13,1,Distribuidor
1789,2025-10-30,C103,P04,1,Distribuidor
1790,2025-03-17,C011,P05,4,Tienda Física
1791,2026-01-25,C092,P13,1,Distribuidor
1792,2025-06-07,C095,P07,2,Sitio Web
1793,2026-01-05,C014,P02,2,Tienda Física
1794,2025-11-12,C057,P06,2,Sitio Web
1795,2025-04-15,C017,P02,1,Tienda Física
1796,2026-03-18,C058,P09,3,Distribuidor
1797,2026-06-09,C053,P02,4,Tienda Física
1798,2025-04-02,C046,P09,2,Tienda Física
1799,2025-11-29,C111,P07,2,Tienda Física
1800,2025-10-26,C053,P07,4,Tienda Física
1801,2026-07-27,C116,P04,2,Distribuidor
1802,2026-06-18,C022,P11,1,Sitio Web
1803,2025-06-23,C018,P05,2,Sitio Web
1804,2025-10-02,C064,P03,2,Tienda Física
1805,2025-06-21,C056,P05,1,Sitio Web
1806,2025-11-03,C062,P13,2,Tienda Física
1807,2026-01-05,C033,P04,4,Distribuidor
1808,2026-05-23,C077,P10,4,Tienda Física
1809,2026-04-14,C014,P03,1,Sitio Web
1810,2025-01-07,C051,P06,1,Distribuidor
1811,2026-01-25,C103,P14,5,Sitio Web
1812,2026-03-27,C043,P07,3,Distribuidor
1813,2025-05-20,C039,P06,1,Distribuidor
1814,2025-07-25,C062,P06,4,Tienda Física
1815,2026-02-12,C041,P05,3,Distribuidor
1816,2026-05-18,C074,P13,2,Tienda Física
1817,2025-11-30,C049,P05,2,Sitio Web
1818,2026-01-09,C015,P15,1,Distribuidor
1819,2025-07-24,C076,P09,1,Tienda Física
1820,2026-07-18,C004,P12,1,Sitio Web
1821,2025-08-03,C057,P13,3,Sitio Web
1822,2025-03-12,C105,P14,1,Sitio Web
1823,2026-05-27,C018,P11,1,Sitio Web
1824,2025-09-05,C033,P11,1,Tienda Física
1825,2026-03-10,C102,P07,2,Tienda Física
1826,2026-04-05,C077,P08,4,Distribuidor
1827,2026-02-15,C069,P09,1,Distribuidor
1828,2026-03-05,C070,P01,1,Sitio Web
1829,2026-07-04,C077,P11,2,Tienda Física
1830,2025-04-22,C099,P04,1,Distribuidor
1831,2025-12-30,C022,P11,1,Distribuidor
1832,2025-02-15,C073,P11,1,Distribuidor
1833,2026-02-14,C097,P06,1,Sitio Web
1834,2025-04-19,C002,P02,1,Sitio Web
1835,2025-08-16,C066,P12,1,Distribuidor
1836,2026-07-26,C075,P12,1,Distribuidor
1837,2025-08-15,C058,P06,4,Sitio Web
1838,2026-04-20,C099,P11,1,Distribuidor
1839,2026-05-28,C020,P06,2,Tienda Física
1840,2026-05-10,C014,P05,2,Sitio Web
1841,2025-03-29,C015,P14,1,Distribuidor
1842,2025-05-26,C045,P05,2,Sitio Web
1843,2026-04-12,C101,P04,1,Distribuidor
1844,2026-05-10,C045,P08,4,Tienda Física
1845,2026-03-25,C093,P12,1,Sitio Web
1846,2025-11-23,C009,P05,1,Tienda Física
1847,2025-04-28,C003,P14,1,Sitio Web
1848,2025-04-22,C087,P13,5,Tienda Física
1849,2025-09-07,C067,P03,2,Distribuidor
1850,2025-06-13,C043,P09,2,Sitio Web
1851,2026-04-19,C030,P13,1,Sitio Web
1852,2025-07-08,C024,P11,2,Distribuidor
1853,2026-03-19,C051,P01,1,Distribuidor
1854,2025-07-22,C058,P10,3,Sitio Web
1855,2026-02-03,C001,P12,1,Tienda Física
1856,2025-07-30,C036,P13,1,Distribuidor
1857,2025-03-06,C074,P02,1,Distribuidor
1858,2025-07-11,C047,P06,1,Tienda Física
1859,2026-04-14,C015,P05,2,Distribuidor
1860,2026-05-17,C068,P11,1,Sitio Web
1861,2026-02-02,C079,P07,3,Distribuidor
1862,2025-04-27,C045,P06,1,Sitio Web
1863,2025-06-26,C105,P11,2,Distribuidor
1864,2025-11-01,C118,P10,1,Distribuidor
1865,2025-03-28,C087,P03,1,Sitio Web
1866,2025-05-01,C031,P05,2,Tienda Física
1867,2025-07-07,C048,P12,1,Tienda Física
1868,2026-06-08,C050,P07,1,Distribuidor
1869,2025-05-22,C074,P07,3,Sitio Web
1870,2025-07-10,C063,P11,4,Distribuidor
1871,2025-06-27,C072,P03,1,Sitio Web
1872,2025-10-23,C018,P03,1,Sitio Web
1873,2026-04-07,C080,P01,2,Sitio Web
1874,2025-01-10,C063,P03,1,Tienda Física
1875,2026-01-29,C072,P09,1,Distribuidor
1876,2026-05-22,C053,P11,1,Sitio Web
1877,2026-03-02,C091,P14,2,Sitio Web
1878,2026-05-16,C022,P02,2,Distribuidor
1879,2025-02-01,C102,P13,1,Tienda Física
1880,2025-10-27,C005,P05,1,Tienda Física
1881,2026-07-05,C037,P03,1,Sitio Web
1882,2026-08-03,C096,P13,2,Sitio Web
1883,2026-07-17,C066,P02,1,Distribuidor
1884,2025-04-27,C035,P13,1,Distribuidor
1885,2026-01-11,C070,P14,3,Tienda Física
1886,2026-03-28,C070,P04,1,Sitio Web
1887,2025-04-15,C095,P14,2,Distribuidor
1888,2025-09-11,C039,P14,1,Tienda Física
1889,2026-04-06,C034,P06,1,Tienda Física
1890,2026-03-26,C111,P02,1,Tienda Física
1891,2025-08-03,C104,P12,2,Distribuidor
1892,2025-12-26,C111,P12,3,Distribuidor
1893,2026-03-15,C022,P10,3,Tienda Física
1894,2025-07-31,C105,P04,1,Tienda Física
1895,2026-08-07,C045,P09,2,Sitio Web
1896,2026-07-06,C022,P06,1,Distribuidor
1897,2025-10-27,C038,P10,1,Sitio Web
1898,2026-06-11,C116,P11,3,Tienda Física
1899,2025-05-19,C097,P13,1,Sitio Web
1900,2025-03-02,C036,P14,1,Distribuidor
1901,2025-05-10,C090,P14,1,Tienda Física
1902,2025-09-13,C019,P12,1,Sitio Web
1903,2025-09-11,C098,P14,1,Distribuidor
1904,2026-02-07,C063,P03,2,Distribuidor
1905,2025-10-03,C081,P07,1,Sitio Web
1906,2026-04-08,C010,P11,3,Tienda Física
1907,2026-02-17,C066,P12,3,Sitio Web
1908,2026-01-13,C059,P08,1,Sitio Web
1909,2026-08-19,C001,P14,1,Distribuidor
1910,2025-04-06,C094,P08,1,Distribuidor
1911,2026-01-02,C109,P02,2,Distribuidor
1912,2026-02-12,C028,P07,1,Tienda Física
1913,2026-05-22,C035,P06,2,Sitio Web
1914,2025-12-12,C071,P10,1,Tienda Física
1915,2026-08-03,C110,P08,2,Sitio Web
1916,2025-02-19,C006,P02,1,Distribuidor
1917,2026-04-16,C003,P02,1,Tienda Física
1918,2026-03-28,C059,P01,4,Sitio Web
1919,2025-07-27,C089,P15,3,Tienda Física
1920,2025-11-06,C021,P14,1,Sitio Web
1921,2025-04-06,C084,P06,3,Sitio Web
1922,2025-03-26,C048,P11,1,Distribuidor
1923,2025-06-19,C007,P07,3,Distribuidor
1924,2025-11-09,C093,P12,3,Tienda Física
1925,2026-03-16,C084,P02,1,Distribuidor
1926,2025-04-08,C001,P04,1,Sitio Web
1927,2025-03-21,C017,P10,1,Tienda Física
1928,2026-06-16,C088,P08,2,Tienda Física
1929,2025-01-09,C090,P06,2,Tienda Física
1930,2026-03-09,C089,P03,1,Sitio Web
1931,2025-03-14,C030,P07,1,Tienda Física
1932,2025-04-15,C014,P06,3,Sitio Web
1933,2025-11-03,C018,P07,5,Tienda Física
1934,2025-05-27,C009,P09,2,Distribuidor
1935,2025-01-09,C079,P11,1,Tienda Física
1936,2026-03-27,C045,P12,1,Tienda Física
1937,2025-06-05,C118,P07,1,Distribuidor
1938,2026-03-30,C111,P04,4,Tienda Física
1939,2025-04-13,C018,P13,1,Tienda Física
1940,2026-01-29,C045,P07,2,Sitio Web
1941,2025-05-24,C032,P05,1,Distribuidor
1942,2025-03-28,C032,P09,2,Distribuidor
1943,2025-10-19,C100,P12,2,Tienda Física
1944,2025-11-05,C027,P09,3,Distribuidor
1945,2026-06-06,C025,P12,1,Sitio Web
1946,2025-10-30,C083,P01,1,Tienda Física
1947,2026-05-22,C050,P02,1,Tienda Física
1948,2026-05-27,C082,P10,4,Tienda Física
1949,2026-06-25,C114,P01,3,Sitio Web
1950,2025-11-21,C017,P07,2,Distribuidor
1951,2026-03-07,C047,P09,2,Distribuidor
1952,2025-06-26,C098,P08,2,Tienda Física
1953,2025-01-18,C076,P02,1,Tienda Física
1954,2025-09-26,C028,P01,4,Tienda Física
1955,2026-02-12,C065,P05,1,Distribuidor
1956,2026-05-29,C099,P07,1,Sitio Web
1957,2026-02-16,C011,P11,2,Distribuidor
1958,2026-07-05,C079,P03,1,Sitio Web
1959,2025-03-27,C040,P02,1,Distribuidor
1960,2025-07-28,C104,P03,2,Distribuidor
1961,2025-12-01,C051,P10,1,Distribuidor
1962,2025-03-09,C040,P12,2,Sitio Web
1963,2025-09-02,C008,P04,1,Tienda Física
1964,2026-03-21,C015,P08,1,Distribuidor
1965,2025-02-26,C040,P11,1,Distribuidor
1966,2025-06-29,C016,P01,1,Distribuidor
1967,2025-05-21,C090,P01,2,Tienda Física
1968,2026-05-24,C045,P09,1,Distribuidor
1969,2025-09-23,C022,P06,2,Tienda Física
1970,2025-10-03,C094,P15,1,Tienda Física
1971,2025-01-31,C043,P13,2,Sitio Web
1972,2025-10-06,C068,P02,4,Sitio Web
1973,2026-08-14,C081,P02,2,Sitio Web
1974,2026-04-12,C066,P06,1,Tienda Física
1975,2026-05-27,C110,P10,1,Tienda Física
1976,2026-01-12,C021,P05,1,Tienda Física
1977,2026-08-11,C087,P12,2,Tienda Física
1978,2025-08-22,C095,P09,1,Tienda Física
1979,2025-02-15,C110,P14,1,Tienda Física
1980,2025-09-08,C006,P08,2,Sitio Web
1981,2026-01-28,C118,P03,1,Tienda Física
1982,2025-02-06,C071,P13,3,Distribuidor
1983,2026-03-06,C029,P06,1,Tienda Física
1984,2026-03-03,C118,P12,1,Sitio Web
1985,2025-10-05,C106,P02,2,Distribuidor
1986,2026-01-17,C016,P09,1,Distribuidor
1987,2025-02-23,C023,P04,2,Distribuidor
1988,2025-02-17,C052,P02,1,Sitio Web
1989,2025-10-17,C100,P14,1,Sitio Web
1990,2025-12-02,C012,P09,3,Sitio Web
1991,2025-01-09,C048,P04,3,Sitio Web
1992,2026-08-01,C101,P05,2,Distribuidor
1993,2025-09-06,C060,P06,1,Distribuidor
1994,2026-05-21,C099,P13,2,Tienda Física
1995,2026-07-14,C098,P13,1,Tienda Física
1996,2025-06-04,C001,P15,1,Sitio Web
1997,2025-01-25,C030,P09,4,Sitio Web
1998,2025-01-10,C043,P01,1,Distribuidor
1999,2026-01-21,C109,P12,4,Distribuidor
2000,2025-11-11,C014,P04,1,Distribuidor
2001,2025-09-01,C054,P08,1,Tienda Física
2002,2025-05-26,C092,P05,2,Tienda Física
2003,2025-02-14,C118,P04,3,Distribuidor
2004,2026-02-27,C090,P15,2,Sitio Web
2005,2026-04-15,C096,P02,3,Distribuidor
2006,2025-04-08,C065,P03,2,Distribuidor
2007,2026-02-08,C010,P10,2,Distribuidor
2008,2025-03-05,C056,P11,3,Tienda Física
2009,2025-08-31,C038,P05,1,Sitio Web
2010,2026-02-07,C090,P14,1,Distribuidor
2011,2025-12-01,C041,P08,1,Sitio Web
2012,2025-08-28,C010,P04,5,Tienda Física
2013,2026-08-22,C014,P03,4,Tienda Física
2014,2025-06-18,C058,P08,1,Sitio Web
2015,2026-02-21,C016,P09,2,Sitio Web
2016,2025-08-01,C058,P05,4,Sitio Web
2017,2025-09-29,C110,P02,1,Tienda Física
2018,2025-06-11,C104,P11,2,Sitio Web
2019,2025-02-11,C028,P14,4,Sitio Web
2020,2025-06-01,C012,P12,1,Tienda Física
2021,2025-12-31,C051,P09,2,Tienda Física
2022,2025-11-03,C034,P14,1,Tienda Física
2023,2025-02-01,C052,P14,4,Sitio Web
2024,2026-07-24,C096,P09,5,Tienda Física
2025,2025-04-07,C060,P02,4,Tienda Física
2026,2025-05-05,C002,P01,1,Tienda Física
2027,2025-05-14,C026,P14,3,Sitio Web
2028,2026-01-17,C088,P11,3,Distribuidor
2029,2025-03-28,C075,P10,1,Sitio Web
2030,2025-03-18,C003,P02,3,Tienda Física
2031,2026-03-31,C104,P03,1,Tienda Física
2032,2025-12-06,C016,P01,2,Sitio Web
2033,2025-02-21,C022,P15,1,Distribuidor
2034,2026-03-20,C106,P12,1,Sitio Web
2035,2026-05-24,C004,P07,1,Distribuidor
2036,2026-03-13,C023,P06,2,Tienda Física
2037,2025-07-11,C036,P05,1,Sitio Web
2038,2025-06-02,C005,P10,2,Distribuidor
2039,2025-09-09,C083,P05,1,Sitio Web
2040,2026-02-26,C113,P09,1,Sitio Web
2041,2025-03-04,C012,P05,2,Sitio Web
2042,2025-05-21,C054,P04,3,Distribuidor
2043,2026-06-23,C032,P11,1,Distribuidor
2044,2025-01-20,C049,P13,2,Distribuidor
2045,2026-01-03,C062,P09,3,Sitio Web
2046,2025-12-19,C117,P10,2,Distribuidor
2047,2025-11-26,C050,P05,1,Tienda Física
2048,2025-01-27,C041,P10,1,Tienda Física
2049,2025-01-31,C115,P13,3,Sitio Web
2050,2025-03-01,C104,P08,1,Distribuidor
2051,2026-01-02,C099,P10,3,Tienda Física
2052,2025-06-13,C013,P04,2,Distribuidor
2053,2025-09-04,C035,P09,4,Distribuidor
2054,2025-02-27,C098,P04,3,Distribuidor
2055,2026-02-02,C046,P15,5,Tienda Física
2056,2025-06-30,C031,P10,1,Sitio Web
2057,2026-01-03,C117,P10,3,Tienda Física
2058,2025-12-27,C073,P10,1,Tienda Física
2059,2026-07-31,C025,P14,1,Sitio Web
2060,2026-07-10,C040,P03,2,Sitio Web
2061,2025-02-08,C012,P01,3,Tienda Física
2062,2025-08-13,C003,P09,5,Sitio Web
2063,2025-01-01,C043,P15,3,Distribuidor
2064,2025-07-26,C104,P03,1,Sitio Web
2065,2025-07-01,C118,P13,1,Sitio Web
2066,2025-03-02,C003,P03,2,Distribuidor
2067,2025-05-26,C100,P02,1,Distribuidor
2068,2026-01-09,C010,P06,1,Distribuidor
2069,2026-02-10,C076,P02,1,Sitio Web
2070,2025-11-06,C042,P03,1,Tienda Física
2071,2026-03-24,C102,P11,1,Sitio Web
2072,2025-11-21,C023,P12,1,Distribuidor
2073,2026-01-01,C029,P11,1,Distribuidor
2074,2025-06-29,C049,P05,1,Distribuidor
2075,2025-10-29,C017,P03,5,Distribuidor
2076,2025-01-02,C090,P10,1,Sitio Web
2077,2026-08-05,C005,P03,1,Distribuidor
2078,2025-11-22,C118,P13,2,Distribuidor
2079,2025-08-15,C082,P10,1,Tienda Física
2080,2026-05-24,C019,P06,4,Distribuidor
2081,2025-03-21,C031,P06,3,Sitio Web
2082,2025-06-21,C082,P15,1,Tienda Física
2083,2025-12-10,C058,P01,1,Sitio Web
2084,2025-08-03,C032,P12,3,Tienda Física
2085,2025-12-25,C033,P13,4,Tienda Física
2086,2025-01-02,C007,P07,1,Sitio Web
2087,2026-03-06,C022,P15,2,Sitio Web
2088,2026-05-20,C113,P07,1,Sitio Web
2089,2026-07-14,C049,P02,5,Sitio Web
2090,2026-08-15,C084,P13,1,Distribuidor
2091,2025-08-19,C021,P08,4,Tienda Física
2092,2025-02-04,C038,P01,2,Sitio Web
2093,2025-09-25,C014,P02,2,Sitio Web
2094,2025-06-24,C114,P07,2,Tienda Física
2095,2025-03-18,C071,P15,1,Tienda Física
2096,2025-12-13,C077,P10,1,Sitio Web
2097,2025-02-01,C056,P11,1,Tienda Física
2098,2026-03-21,C021,P01,1,Tienda Física
2099,2025-12-06,C027,P04,3,Sitio Web
2100,2026-07-22,C093,P15,1,Distribuidor
2101,2026-07-08,C034,P11,1,Sitio Web
2102,2025-11-01,C031,P02,4,Tienda Física
2103,2026-02-07,C074,P09,3,Sitio Web
2104,2025-06-07,C007,P06,4,Tienda Física
2105,2026-03-14,C012,P05,5,Distribuidor
2106,2026-05-07,C026,P02,1,Tienda Física
2107,2025-07-31,C022,P11,1,Sitio Web
2108,2025-03-25,C061,P14,3,Tienda Física
2109,2025-11-12,C101,P07,2,Sitio Web
2110,2026-05-16,C115,P11,1,Sitio Web
2111,2025-04-04,C083,P09,3,Sitio Web
2112,2025-07-09,C048,P15,1,Sitio Web
2113,2026-01-14,C024,P08,1,Tienda Física
2114,2025-09-27,C057,P08,2,Sitio Web
